"region","prefecture","commune","densite_etab_100km2","completude_offre","jardins_100_primaires","toilettes_100_etab","pct_toilettes_ameliorees","pct_batiments_recents","batiments_par_etab","pct_terrain_sport","biblio_100_etab","ens_100_jardins","enseignants_100_etab"
"Centrale","Tchamba","Tchamba 3",-0.391609788927762,0.0924500327042061,-2.02205293664992,0.0266713459879636,-0.907588329377634,0.342724225010113,0.556825873670126,0.0970543879020164,0,1.17882003427074,-0.881568813115169
"Centrale","Tchaoudjo","Tchaoudjo 1",-0.326981609109152,0.0924500327042061,-0.321273097479488,0.0575678556967927,0.559544785198124,-0.603474010788275,0.231230735363242,0.0155955400932938,0,1.90068174065002,1.25306024498187
"Centrale","Tchaoudjo","Tchaoudjo 2",-0.370977318375342,0.0924500327042061,0.136849418121976,0.536463756183649,-1.00539720368268,-0.381260788744714,0.0832329452237489,1.25377002678588,0,1.90333077443489,2.0206642295097
"Centrale","Tchaoudjo","Tchaoudjo 3",-0.396767906565867,0.0924500327042061,-0.0693057138986831,2.5,-0.0692265496200581,-0.030020534546828,-0.242362193083135,0.276263853081206,0,1.8967081899727,1.84816895208771
"Centrale","Tchaoudjo","Tchaoudjo 4",-0.393126882350734,0.0924500327042061,-0.951191556431501,2.5,-0.353338041649014,-0.237897419684353,-0.153563518999439,-0.334677505484213,0,1.90333077443489,0.722637266909274
"Kara","Assoli","Assoli 1",-0.360357664414538,0.0924500327042061,-0.0693057138986831,0.237797495664964,-0.385940999750698,-1.1267503078586,-0.064764844915744,0.0481790792167833,0,0.468878979923419,0.317273364967613
"Kara","Assoli","Assoli 2",-0.383114065759118,0.0924500327042061,1.75173128561713,-0.0660181831385245,0.536256957982635,-2.07294854365698,-0.183163077027338,1.18045706375803,0,0.475501564385614,1.04175353013994
"Kara","Assoli","Assoli 3",-0.378259366805608,0.0924500327042061,-0.928285430651427,1.47880730230295,-0.288132125445647,-0.0371887029998457,-0.242362193083135,1.06641467682582,0,0.471528013708297,0.0499056849635395
"Kara","Bassar","Bassar 1",-0.395250813142895,0.0924500327042061,0.680869905398714,-0.194753640258647,1.77982693128971,-0.381260788744714,-0.597556889417918,0.113346157463761,0,-0.252982726455856,0.25258763593437
"Kara","Bassar","Bassar 2",-0.384934577866685,0.0924500327042061,0.72668215695886,-0.467672809353307,-0.0785416805062535,1.11688641793607,-1.33754584011538,0.316993276985568,0,-0.254307243348295,0.360397184323109
"Kara","Bassar","Bassar 3",-0.378259366805608,0.0924500327042061,-0.767942550190915,-0.411029208220453,-0.944848852922415,0.149183676778624,-0.153563518999439,0.569515705192608,0,-0.250333692670978,-0.424456327946914
"Kara","Bassar","Bassar 4",-0.383114065759118,0.0924500327042061,-0.0693057138986831,-0.776637906441601,-1.01936990001198,0.142015508325606,-0.449559099278425,1.0989982159493,0,-0.251658209563417,-0.0406543356830013
"Kara","Binah","Binah 1",-0.311203837510243,0.0924500327042061,1.44822511903117,-0.0196734185752808,-0.171692989368206,-0.438606136368859,-1.0119507018085,0.488056857383885,0,0.200002050758294,1.10643925917319
"Kara","Binah","Binah 2",-0.29239187906539,0.0924500327042061,0.938563820424537,0.0833149471208172,0.275433293169167,0.385733235728221,-0.153563518999439,0.97680994423622,0,0.196028500080977,0.739886794651471
"Kara","Dankpen","Dankpen 1",-0.365819200737237,0.0924500327042061,0.852665848749262,-0.580960011619014,-1.02402746545507,0.6151146262248,-0.863952911669005,0.316993276985568,0,-0.162915577770002,0.412145767549704
"Kara","Dankpen","Dankpen 2",-0.389789276820195,0.0924500327042061,-1.02563646521674,0.150257384823281,-0.502380135828139,0.450246751805384,0.201631177335343,1.26191591156675,0,-0.161591060877562,-0.545203022142302
"Kara","Dankpen","Dankpen 3",-0.386755089974251,0.0924500327042061,0.314371892917543,-0.792086161296015,-0.0412811569614722,0.679628142301963,-1.0415502598364,1.44112537674594,0,-0.161591060877562,0.334522892709812
"Kara","Doufelgou","Doufelgou 1",-0.350344847822922,0.0924500327042061,0.583518870833402,-0.205052476828257,-0.544298224816018,-1.42781338288536,-0.508758215334222,0.740579285590925,0,-0.176160746694392,0.196526670772225
"Kara","Doufelgou","Doufelgou 2",-0.370673899690748,0.0924500327042061,0.646510716728604,0.582808520746893,0.377899732917316,-0.481615147086967,-0.360760425194729,0.634682783439586,0,-0.172187196017075,0.429395295291902
"Kara","Doufelgou","Doufelgou 3",-0.382810647074524,0.0924500327042061,0.176935138237103,0.381981207639502,0.578175046970514,-0.0228523660938099,-0.064764844915744,0.927934635550987,0,-0.17880978047927,0.162027615287828
"Kara","Kozah","Kozah 1",-0.0569389798201271,0.0924500327042061,0.818306660079153,0.660049795018966,1.07653454938196,-0.675155695318456,0.0832329452237489,0.357722700889929,0,0.339076324464393,0.55445437142284
"Kara","Kozah","Kozah 2",-0.330015795955097,0.0924500327042061,0.606424996613476,0.0266713459879636,0.335981643929437,-2.33100260796563,0.379228525502735,1.07456056160669,0,0.337751807571954,0.636389628198282
"Kara","Kozah","Kozah 3",-0.331836308062663,0.0924500327042061,0.749588282738933,-0.447075136214087,-0.85635510950356,-1.21993649774783,-0.0943644029436426,1.27006179634762,0,0.335102773787076,0.623452482391633
"Kara","Kozah","Kozah 4",-0.366426038106426,0.0924500327042061,0.887025037419372,0.0472690191271835,-1.61088071128538,-0.789846390566745,-0.183163077027338,1.00124759857884,0,0.339076324464393,1.15387546046423
"Kara","Kéran","Kéran 1",-0.38463115918209,0.0924500327042061,0.234200452687286,0.345935279645867,-0.833067282288072,0.120511002966552,0.0832329452237489,0.536932166069119,0,-0.615900354984152,-0.35977059891367
"Kara","Kéran","Kéran 2",-0.388272183397223,0.0924500327042061,-0.326999628924506,0.0833149471208172,-1.08457581621534,0.349892393463131,-0.567957331390019,0.683558092124819,0,-0.615900354984152,-0.415831564075814
"Kara","Kéran","Kéran 3",-0.379473041543985,0.0924500327042061,0.0394983835566644,0.273843423658599,0.769135230137518,-1.3274590245431,-0.00556572885994685,0.699849861686564,0,-0.617224871876591,-0.282147724073778
"Maritime","Agoè-Nyivé","Agoè-Nyivé 1",2.5,0.0924500327042061,0.566339276498348,0.0318207642727682,1.84969041293617,-0.96188243343918,-1.75193965250596,-1.79279088126035,0,-0.267552412272685,-0.269210578267129
"Maritime","Agoè-Nyivé","Agoè-Nyivé 2",1.51021852611,0.0924500327042061,1.2707026442356,-0.843580344144064,1.86366310926546,1.76918974716071,-1.57434230433857,-1.55656022261505,0,-0.267552412272685,-0.044966717618551
"Maritime","Agoè-Nyivé","Agoè-Nyivé 3",2.5,0.0924500327042061,2.11822929809831,-0.28229375110033,1.50503057014695,0.349892393463131,-2.46232904517553,-2.08604273337175,0,-0.268876929165124,0.291399073354316
"Maritime","Agoè-Nyivé","Agoè-Nyivé 4",1.29297074794041,0.0924500327042061,-0.00631386800348179,-0.874476853852894,0.829683580897787,1.30325879771454,-1.84073832658966,-1.82537442038384,0,-0.267552412272685,-0.549515404077851
"Maritime","Agoè-Nyivé","Agoè-Nyivé 5",1.63765437363966,0.0924500327042061,0.846939317304244,-0.606707103043039,1.35598847596782,2.28529787577801,-1.39674495617118,-1.30403779440801,0,-0.268876929165124,-0.139839120200642
"Maritime","Agoè-Nyivé","Agoè-Nyivé 6",0.711620548257515,0.0924500327042061,1.17907814111531,-0.82813208928965,1.22557664356109,1.99140296920427,-2.01833567475705,-1.36920487265499,0,-0.267552412272685,-0.0622162453607492
"Maritime","Avé","Avé 1",-0.343366218077251,0.0924500327042061,-0.544607823835201,-0.277144332815525,-1.14978173241871,-0.0873658821709725,0.0536333871958503,0.268117968300334,0,-0.818551439527324,-0.877256431179619
"Maritime","Avé","Avé 2",-0.257195311652438,0.0924500327042061,0.199841264017177,-1.10620067666911,-0.385940999750698,0.923345869704578,-0.538357773362121,0.65097455300133,0,-0.821200473312202,-0.812570702146376
"Maritime","Bas-Mono","Bas-Mono 1",-0.18649875814194,0.0924500327042061,-0.527428229500147,0.428325972202746,-0.427859088738577,0.206529024402769,0.0832329452237489,0.659120437782203,0,-1.32981496000879,-1.26968318731463
"Maritime","Bas-Mono","Bas-Mono 2",-0.269635477720809,0.0924500327042061,-1.16307321989718,1.50970381201177,-0.614161706462482,-0.030020534546828,0.497626757614329,1.15601940941541,0,-1.32584140933147,-1.50255181183431
"Maritime","Golfe","Golfe 1",2.5,0.0924500327042061,0.72668215695886,-0.457373972783697,1.81242988939139,-1.1697593185767,-1.98873611672915,-2.23266865942745,0,-0.630470040800981,-0.467580147302409
"Maritime","Golfe","Golfe 2",2.5,0.0924500327042061,1.24779651845552,0.876325362980772,2.08722625053415,-1.87940799542549,-2.07753479081285,-1.84981207472645,0,-0.63179455769342,-0.234711522782732
"Maritime","Golfe","Golfe 3",2.2757438673417,0.0924500327042061,1.03591485498985,1.55604857657502,1.75188153863112,-2.30949810260658,-0.9527515857527,-1.53212256827243,0,-0.630470040800981,-0.295084869880426
"Maritime","Golfe","Golfe 4",2.5,0.0924500327042061,1.42531899325109,0.577659102462088,2.1803775593961,-2.5,-1.24874716603169,-1.78464499647947,0,-0.630470040800981,-0.217461995040534
"Maritime","Golfe","Golfe 5",2.5,0.0924500327042061,0.365910675922707,1.03595732980972,2.02667789977388,-1.59984942575779,-1.81113876856176,-1.10853655966708,0,-0.63179455769342,-0.596951605368897
"Maritime","Golfe","Golfe 6",2.28090198497981,0.0924500327042061,1.03591485498985,-0.550063501910185,1.793799627619,0.400069572634257,-1.89993744264545,-1.96385446165866,0,-0.630470040800981,-0.342521071171472
"Maritime","Golfe","Golfe 7",2.5,0.0924500327042061,1.9292537604127,-0.395580953366038,1.90092363281024,1.12405458638908,-2.34393081306393,-1.45066372046371,0,-0.630470040800981,-0.170025793749489
"Maritime","Lacs","Lacs 1",0.101142154853561,0.0924500327042061,0.474714773378055,1.47365788401814,1.32804308330923,-1.96542601686171,0.0832329452237489,-0.676804666280848,0,-0.866234047655129,-0.66594971633769
"Maritime","Lacs","Lacs 2",-0.302404695657005,0.0924500327042061,-0.808028270306043,-0.215351313397867,-1.04731529267056,-1.37763620371423,-0.360760425194729,0.634682783439586,0,-0.86490953076269,-1.01525265311721
"Maritime","Lacs","Lacs 3",0.49801379430305,0.0924500327042061,1.37950674169095,-0.524316410486161,1.01598619862169,0.364228730369167,-1.39674495617118,-1.55656022261505,0,-0.866234047655129,-0.480517293109058
"Maritime","Lacs","Lacs 4",-0.167990218381681,0.0924500327042061,-0.842387458976153,0.361383534500282,0.387214863803511,-0.51028782089904,0.764022779865416,1.02568525292145,0,-0.868883081440007,-1.00662788924611
"Maritime","Vo","Vo 1",-0.117319298054415,0.0924500327042061,-0.378538411929671,0.881474781265577,0.154336591648629,-0.144711229795117,1.38561349845129,0.545078050849991,0,-0.410600236656101,-0.510703966657905
"Maritime","Vo","Vo 2",-0.267511546928648,0.0924500327042061,-1.15734668845216,0.176004476247306,1.80777232394829,-0.890200748908999,-0.271961751111033,0.0889085031211446,0,-0.407951202871223,-0.96350406989061
"Maritime","Vo","Vo 3",-0.247789332430011,0.0924500327042061,-0.859567053311208,-0.225650149967476,-0.292789690888745,0.672459973848945,-0.0351652868878454,0.488056857383885,0,-0.413249270440979,-0.709073535693185
"Maritime","Vo","Vo 4",-0.294515809857551,0.0924500327042061,-1.22606506579238,0.0266713459879636,-0.0552538532907653,-0.940377928080125,0.556825873670126,-0.0821550772771729,0,-0.413249270440979,-0.959191687955061
"Maritime","Yoto","Yoto 1",-0.29997734618025,0.0924500327042061,-0.905379304871354,-0.678798959030308,0.629408266844588,0.321219719651059,0.675224105781721,0.846475787742264,0,-0.239737557531465,-0.678886862144339
"Maritime","Yoto","Yoto 2",-0.344883311500223,0.0924500327042061,-1.61546920405362,-0.246247823106696,0.0658428482297734,-0.402765294103768,0.971219686060707,1.84841961578955,0,-0.238413040639026,-1.0325021808594
"Maritime","Yoto","Yoto 3",-0.334870494908607,0.0924500327042061,-1.83307739896432,-0.637603612751868,0.741189837478932,0.844496016721379,1.71120863675817,2.5,0,-0.242386591316344,-1.28262033312128
"Maritime","Zio","Zio 1",-0.18922952630329,0.0924500327042061,0.234200452687286,-0.622155357897454,0.275433293169167,0.514760267882547,-0.77515423758531,-0.122884501181534,0,-0.621198422553908,-0.519328730529004
"Maritime","Zio","Zio 2",-0.206220972640577,0.0924500327042061,0.337278018697616,-0.925971036700943,-0.693340318995142,1.33193147152661,-1.0415502598364,-0.473157546759041,0,-0.619873905661469,-0.497766820851256
"Maritime","Zio","Zio 3",-0.346400404923195,0.0924500327042061,-0.533154760945165,-1.44606228346624,-1.63416853850087,0.95201854351665,1.82960686886976,0.463619203041268,0,-0.619873905661469,-0.786696410533078
"Maritime","Zio","Zio 4",-0.349131173084544,0.0924500327042061,-0.962644619321537,-1.42031519204221,-0.888958067605243,0.758477995285162,0.586425431698024,-0.407990468512063,0,-0.619873905661469,-0.911755486664016
"Plateaux","Agou","Agou 1",-0.331836308062663,0.0924500327042061,0.297192298582488,-0.601557684758234,0.508311565324049,-1.59984942575779,-0.242362193083135,-0.155468040305023,0,-0.609277770521957,-0.282147724073778
"Plateaux","Agou","Agou 2",-0.371584155744531,0.0924500327042061,-0.252554720139269,-0.653051867606283,0.0518701519004806,-0.230729251231334,-1.07114981786429,0.797600479057031,0,-0.611926804306834,-0.415831564075814
"Plateaux","Akébou","Akébou 1",-0.345490148869411,0.0924500327042061,1.00155566631974,-1.42546461032702,-0.847039978617364,0.679628142301963,0.971219686060707,-1.21443306181842,0,-0.215896253467563,0.369021948194208
"Plateaux","Akébou","Akébou 2",-0.390396114189384,0.0924500327042061,0.72668215695886,-1.1937407875108,-0.344022910762819,1.48963117749301,1.0896179181723,-0.188051579428512,0,-0.211922702790246,0.369021948194208
"Plateaux","Amou","Amou 1",-0.34124228728509,0.0924500327042061,0.69232296828875,-0.483121064207721,-0.544298224816018,-1.08374129714049,-0.212762635055236,0.349576816109056,0,0.113908452749757,0.597578190778336
"Plateaux","Amou","Amou 2",-0.35641322151481,0.0924500327042061,-0.120844496903848,-1.56449890401675,-0.190323251140597,0.163520013684661,0.0832329452237489,0.765016939933542,0,0.112583935857318,0.274149545612118
"Plateaux","Amou","Amou 3",-0.380990134966958,0.0924500327042061,-1.42649366636802,-0.992913474403406,-0.525667963043627,-0.230729251231334,-0.00556572885994685,0.756871055152669,0,0.112583935857318,-0.786696410533078
"Plateaux","Anié","Anié 1",-0.349738010453733,0.0924500327042061,-0.945465024986482,-1.64174017828882,0.0705004136728711,0.686796310754981,0.320029409446938,-0.147322155524151,0,-0.0874181149009763,-0.571077313755599
"Plateaux","Anié","Anié 2",-0.3949473944583,0.0924500327042061,-2.21102847433553,-2.25967037246541,-0.674710057222752,1.40361315605679,1.23761570831179,-0.391698698950319,0,-0.0874181149009763,-1.45942799247881
"Plateaux","Danyi","Danyi 1",-0.291785041696201,0.0924500327042061,0.503347430603146,-1.0907524218147,0.275433293169167,-1.1267503078586,-0.479158657306324,-0.196197464209385,0,-0.806630787495373,-0.471892529237959
"Plateaux","Danyi","Danyi 2",-0.331836308062663,0.0924500327042061,0.927110757534501,-1.7189814525609,1.27215229799206,-0.861528075096926,-0.982351143780599,-0.522032855444275,0,-0.806630787495373,-0.208837231169435
"Plateaux","Est-Mono","Est-Mono 1",-0.384024321812902,0.0924500327042061,-0.682044578515641,0.0987632019752324,-0.61881927190558,0.622282794677819,0.912020570004909,0.414743894356035,0,0.0145696858168293,-0.269210578267129
"Plateaux","Est-Mono","Est-Mono 2",-0.387968764712629,0.0924500327042061,-0.830934396086116,0.392280044209111,-0.437174219624772,0.980691217328723,0.616024989725924,-0.228781003332874,0,0.0119206520319514,-0.480517293109058
"Plateaux","Est-Mono","Est-Mono 3",-0.364605525998859,0.0924500327042061,0.0681310407817559,1.10804918579699,0.140363895319336,0.758477995285162,0.349628967474836,0.691703976905692,0,0.00794710135463414,0.170652379158928
"Plateaux","Haho","Haho 1",-0.349131173084544,0.0924500327042061,-0.596146606840366,-0.596408266473429,0.256803031396777,0.607946457771782,1.178416592256,0.113346157463761,0,-0.267552412272685,-0.437393473753562
"Plateaux","Haho","Haho 2",-0.370673899690748,0.0924500327042061,-0.544607823835201,-0.905373363561723,-0.274159429116354,1.38210865069774,2.5,-0.000696229468450328,0,-0.266227895380246,-0.316646779558174
"Plateaux","Haho","Haho 3",-0.35914398967616,-2.5,-0.98555074510161,-1.0907524218147,-1.27553599938235,0.966354880422687,1.59281040464658,0.822038133399648,0,-0.267552412272685,-0.506391584722356
"Plateaux","Haho","Haho 4",-0.369763643636964,0.0924500327042061,-0.859567053311208,-1.10105125838431,1.09516481115435,1.10255008103003,0.941620128032807,0.162221466148995,0,-0.266227895380246,-0.510703966657905
"Plateaux","Kloto","Kloto 1",-0.211379090278682,0.0924500327042061,0.96146994620461,-0.27199491453072,0.424475387348292,-1.29161818227801,-0.419959541250526,-1.37735075743586,0,0.988089601759521,1.54198983466369
"Plateaux","Kloto","Kloto 2",-0.32060981673267,0.0924500327042061,0.165482075347067,-1.08045358524509,0.498996434437854,-0.940377928080125,-0.0943644029436426,0.47176508782214,0,0.986765084867082,1.24874786304632
"Plateaux","Kloto","Kloto 3",-0.254161124806494,0.0924500327042061,1.43104552469611,-0.107213529416964,-1.08923338165844,-0.39559712565075,-0.271961751111033,-0.888597670583526,0,0.986765084867082,1.94735373660535
"Plateaux","Kpélé","Kpélé 1",-0.35641322151481,0.0924500327042061,-0.109391434013811,-0.694247213884722,-0.432516654181674,0.758477995285162,1.41521305647918,0.561369820411735,0,0.410600236656101,0.545829607551741
"Plateaux","Kpélé","Kpélé 2",-0.352468778615083,0.0924500327042061,-0.567513949615275,-0.895074526992113,-0.260186732787062,-0.954714264986161,0.616024989725924,0.545078050849991,0,0.413249270440979,0.136153323674531
"Plateaux","Moyen-Mono","Moyen-Mono 1",-0.356109802830216,0.0924500327042061,-0.309820034589452,-0.503718737346941,-1.72731984736282,1.13839092329512,0.912020570004909,0.341430931328184,0,-0.992063152436838,-0.842757375695222
"Plateaux","Moyen-Mono","Moyen-Mono 2",-0.313934605671593,0.0924500327042061,-0.189562874244067,-0.925971036700943,-1.05663042355676,1.33909963997963,1.23761570831179,0.0726167335593999,0,-0.996036703114155,-0.855694521501871
"Plateaux","Ogou","Ogou 1",-0.299067090126467,0.0924500327042061,-0.613326201175421,0.00607367284874367,0.778450361023713,-0.467278810180931,0.527226315642227,-0.350969275045957,0,0.225167871714636,-0.0190924260052535
"Plateaux","Ogou","Ogou 2",-0.380990134966958,0.0924500327042061,-1.85598352474439,-0.503718737346941,-1.21964521406518,-0.933209759627107,0.971219686060707,2.49194451347846,0,0.225167871714636,-1.0325021808594
"Plateaux","Ogou","Ogou 3",-0.368549968898587,0.0924500327042061,-1.69564064428388,-0.493419900777331,-0.604846575576287,0.314051551198041,1.80000731084187,1.80769019188519,0,0.225167871714636,-0.954879306019511
"Plateaux","Ogou","Ogou 4",-0.392520044981545,0.0924500327042061,-2.24538766300564,0.021521927703159,-0.800464324186388,1.16706359710719,1.50401173056288,0.259972083519462,0,0.225167871714636,-1.53273848538315
"Plateaux","Wawa","Wawa 1",-0.321216654101859,0.0924500327042061,-1.15734668845216,-1.53875181259273,0.866944104442568,-1.10524580249954,-1.0119507018085,-0.367261044607702,0,-0.030463888526098,-0.592639223433347
"Plateaux","Wawa","Wawa 2",-0.360661083099132,0.0924500327042061,-1.50093857515326,-1.86316516453543,0.163651722534824,0.378565067275203,-0.419959541250526,-1.37735075743586,0,-0.0278148547412197,-0.877256431179619
"Plateaux","Wawa","Wawa 3",-0.353075615984272,0.0924500327042061,0.211294326907213,-0.951718128124967,0.224200073295093,-0.116038555983045,-0.360760425194729,-0.766409398870443,0,-0.0251658209563418,0.179277143030027
"Savanes","Cinkassé","Cinkassé 1",-0.093045803286862,0.0924500327042061,-0.0120403994485002,1.59209450456865,0.475708607222366,0.686796310754981,0.556825873670126,-1.50768491392982,0,0.042384540558049,0.114591413996783
"Savanes","Cinkassé","Cinkassé 2",-0.284806411950529,0.0924500327042061,1.24779651845552,2.00404796735305,-0.902930763934536,-1.27728184537198,1.62240996267447,-1.60543553130029,0,0.0437090574504883,0.925319217880103
"Savanes","Kpendjal","Kpendjal 1",-0.394037138404517,0.0924500327042061,-0.31554656603447,1.29342824404997,-1.44786592077696,-0.603474010788275,-0.923152027724802,-1.05151536620097,0,2.5,2.5
"Savanes","Kpendjal","Kpendjal 2",-0.397981581304245,0.0924500327042061,-1.12298749978205,0.407728299063526,-0.996082072796489,0.593610120865746,0.675224105781721,-0.407990468512063,0,2.5,2.5
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 1",-0.357626896253188,0.0924500327042061,0.405996396037835,2.20487528046044,-1.08457581621534,0.0559974868893892,0.941620128032807,-0.733825859746953,0,-2.5,-2.24859388668438
"Savanes","Kpendjal-Ouest","Kpendjal-Ouest 2",-0.345490148869411,0.0924500327042061,0.503347430603146,1.90620901994175,-1.27553599938235,0.213697192855787,-0.00556572885994685,-0.497595201101658,0,-2.5,-2.24859388668438
"Savanes","Oti","Oti 1",-0.372494411798314,0.0924500327042061,-0.544607823835201,1.23678464291711,2.03133546521698,-0.725332874489582,0.320029409446938,-0.701242320623464,0,0.344374392034149,-0.101027682780696
"Savanes","Oti","Oti 2",-0.383417484443713,0.0924500327042061,0.308645361472524,0.809382925278308,1.03927402583718,1.00219572268778,1.0008192440886,0.0970543879020164,0,0.345698908926588,0.761448704329219
"Savanes","Oti-Sud","Oti-Sud 1",-0.396767906565867,0.0924500327042061,-1.26615078590751,0.72699223272143,0.345296774815632,0.715468984567054,0.823221895921213,-0.489449316320786,0,-0.532455790760492,-0.907443104728466
"Savanes","Oti-Sud","Oti-Sud 2",-0.398588418673433,0.0924500327042061,-1.69564064428388,2.5,2.16640486306681,0.572105615506692,-0.123963960971541,-1.32032956396976,0,-0.533780307652932,-1.20068507634584
"Savanes","Tandjoaré","Tandjoaré 1",-0.291178204327012,0.0924500327042061,1.66010678249684,0.263544587088989,-0.670052491779654,0.443078583352366,0.0832329452237489,-0.782701168432187,0,-0.565568713071468,0.157715233352279
"Savanes","Tandjoaré","Tandjoaré 2",-0.322430328840236,0.0924500327042061,2.5,0.515866083044429,-0.274159429116354,0.822991511362325,-0.627156447445817,-0.701242320623464,0,-0.564244196179029,0.532892461745092
"Savanes","Tône","Tône 1",-0.22776369924678,0.0924500327042061,0.0738575722267743,0.644601540164552,-0.972794245581001,-0.0371887029998457,1.23761570831179,-0.904889440145271,0,0.487422216417565,0.476831496582948
"Savanes","Tône","Tône 2",-0.289054273534851,0.0924500327042061,1.04164138643487,0.0266713459879636,-0.721285711653728,0.400069572634257,0.556825873670126,-1.32032956396976,0,0.486097699525126,1.41261837659721
"Savanes","Tône","Tône 3",-0.287840598796474,0.0924500327042061,1.12753935811014,0.72699223272143,-0.87498537127595,-0.445774304821877,0.971219686060707,-0.587199933691253,0,0.486097699525126,1.39536884885501
"Savanes","Tône","Tône 4",-0.308169650664299,0.0924500327042061,-0.389991474819708,0.907221872689601,-1.31745408837023,-0.20922474587228,1.88880598492556,-0.530178740225147,0,0.486097699525126,0.438020059163001
